ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude,longitude
MMVA,medium_airport,Carlos Rovirosa Pérez International Airport,46.0,,MX,MX-TAB,Villahermosa,MMVA,VSA,,17.996999740600586,-92.81739807128906
MMVR,medium_airport,General Heriberto Jara International Airport,90.0,,MX,MX-VER,Veracruz,MMVR,VER,,19.1459007263,-96.1873016357
MMZC,medium_airport,General Leobardo C. Ruiz International Airport,7141.0,,MX,MX-ZAC,Zacatecas,MMZC,ZCL,,22.8971004486,-102.68699646
MMZH,medium_airport,Ixtapa Zihuatanejo International Airport,26.0,,MX,MX-GRO,Ixtapa,MMZH,ZIH,,17.601601,-101.460999
MMZO,medium_airport,Playa De Oro International Airport,30.0,,MX,MX-COL,Manzanillo,MMZO,ZLO,,19.1448,-104.558998
MNBL,medium_airport,Bluefields Airport,20.0,,NI,NI-AS,Bluefileds,MNBL,BEF,,11.991,-83.774101
MNMG,medium_airport,Augusto C. Sandino (Managua) International Airport,194.0,,NI,NI-MN,Managua,MNMG,MGA,,12.141500473022461,-86.16819763183594
MNPC,medium_airport,Puerto Cabezas Airport,52.0,,NI,NI-AN,Puerto Cabezas,MNPC,PUZ,,14.047200202941895,-83.38670349121094
MPBO,medium_airport,Bocas del Toro International Airport,10.0,,PA,PA-1,Isla Colón,MPBO,BOC,,9.34085,-82.250801
MPCE,medium_airport,Alonso Valderrama Airport,33.0,,PA,PA-6,Chitré,MPCE,CTD,,7.98784,-80.409837
MPCH,medium_airport,Changuinola Captain Manuel Niño International Airport,19.0,,PA,PA-1,Changuinola,MPCH,CHX,,9.458962,-82.515062
MPDA,medium_airport,Enrique Malek International Airport,89.0,,PA,PA-4,David,MPDA,DAV,,8.391,-82.434998
MPEJ,medium_airport,Enrique Adolfo Jimenez Airport,25.0,,PA,PA-3,Colón,MPEJ,ONX,,9.356639862060547,-79.86740112304688
MPMG,medium_airport,Marcos A. Gelabert International Airport,31.0,,PA,PA-8,Albrook,MPMG,PAC,,8.973340034484863,-79.55560302734375
MPSA,medium_airport,Ruben Cantu Airport,272.0,,PA,PA-9,Santiago,MPSA,SYP,,8.085599899291992,-80.94529724121094
MPTO,large_airport,Tocumen International Airport,135.0,,PA,PA-8,Tocumen,MPTO,PTY,,9.0713596344,-79.3834991455
MRAO,medium_airport,Aerotortuguero Airport,92.0,,CR,CR-L,Roxana,MRAO,TTQ,,10.42,-83.6095
MRBA,medium_airport,Buenos Aires Airport,1214.0,,CR,CR-P,Punta Arenas,MRBA,BAI,,9.163949,-83.330171
MRBC,medium_airport,Barra del Colorado Airport,3.0,,CR,CR-L,Pococi,MRBC,BCL,,10.768699645996094,-83.58560180664062
MRCC,medium_airport,Coto 47 Airport,26.0,,CR,CR-P,Corredores,MRCC,OTR,,8.60155963897705,-82.96859741210938
MRGF,medium_airport,Golfito Airport,49.0,,CR,CR-P,Golfito,MRGF,GLF,,8.654009819030762,-83.18219757080078
MRGP,medium_airport,Guapiles Airport,883.0,,CR,CR-L,Pococi,MRGP,GPL,,10.2172002792,-83.79699707030001
MRLB,large_airport,Guanacaste Airport,270.0,,CR,CR-G,Liberia,MRLB,LIR,,10.5933,-85.544403
MRLC,medium_airport,Los Chiles Airport,131.0,,CR,CR-A,Los Chiles,MRLC,LSL,,11.035300254821777,-84.70610046386719
MRLM,medium_airport,Limon International Airport,7.0,,CR,CR-L,Puerto Limon,MRLM,LIO,,9.95796012878418,-83.02200317382812
MRNS,medium_airport,Nosara Airport,33.0,,CR,CR-G,Nicoya,MRNS,NOB,,9.976490020750001,-85.65299987790002
MROC,medium_airport,Juan Santamaría International Airport,3021.0,,CR,CR-A,San José (Alajuela),MROC,SJO,,9.99386,-84.208801
MRPJ,medium_airport,Puerto Jimenez Airport,7.0,,CR,CR-P,Puerto Jimenez,MRPJ,PJM,,8.533329963684082,-83.30000305175781
MRPM,medium_airport,Palmar Sur Airport,49.0,,CR,CR-P,Palmar Sur,MRPM,PMZ,,8.95103,-83.468597
MRPV,medium_airport,Tobías Bolaños International Airport,3287.0,,CR,CR-SJ,San Jose,MRPV,SYQ,,9.95705,-84.139801
MRQP,medium_airport,Quepos Managua Airport,85.0,,CR,CR-P,Quepos,MRQP,XQP,,9.443160057067871,-84.12979888916016
MRSV,medium_airport,San Vito De Java Airport,3228.0,,CR,CR-P,Coto Brus,MRSV,TOO,,8.826109886169434,-82.95890045166016
MRUP,medium_airport,Upala Airport,184.0,,CR,CR-A,Upala,MRUP,UPL,,10.8922,-85.016197
MSLP,large_airport,Monseñor Óscar Arnulfo Romero International Airport,101.0,,SV,SV-PA,San Salvador (San Luis Talpa),MSLP,SAL,,13.4409,-89.055702
MSSS,medium_airport,Ilopango International Airport,2027.0,,SV,SV-SS,San Salvador,MSSS,ILS,,13.6995,-89.119904
MTCA,medium_airport,Les Cayes Airport,203.0,,HT,HT-SD,Les Cayes,MTCA,CYA,,18.271099090576172,-73.78829956054688
MTCH,medium_airport,Cap Haitien International Airport,10.0,,HT,HT-ND,Cap Haitien,MTCH,CAP,,19.726734,-72.199576
MTJA,medium_airport,Jacmel Airport,167.0,,HT,HT-SE,Jacmel,MTJA,JAK,,18.241100311279297,-72.51850128173828
MTJE,medium_airport,Jérémie Airport,147.0,,HT,HT-GA,Jeremie,MTJE,JEE,,18.66309928894043,-74.17030334472656
MTPP,large_airport,Toussaint Louverture International Airport,122.0,,HT,HT-OU,Port-au-Prince,MTPP,PAP,,18.58,-72.292503
MTPX,medium_airport,Port-de-Paix Airport,9.0,,HT,HT-NO,Port-de-Paix,MTPX,PAX,,19.934045,-72.84801
MUBA,medium_airport,Gustavo Rizo Airport,26.0,,CU,CU-14,Baracoa,MUBA,BCA,,20.365299224853516,-74.5062026977539
MUBY,medium_airport,Carlos Manuel de Cespedes Airport,203.0,,CU,CU-12,Bayamo,MUBY,BYM,,20.3964,-76.621399
MUCA,medium_airport,Maximo Gomez Airport,335.0,,CU,CU-08,Ciego de Avila,MUCA,AVI,,22.027099609375,-78.78959655761719
MUCC,medium_airport,Jardines Del Rey Airport,13.0,,CU,CU-08,Cayo Coco,MUCC,CCC,,22.461000442499998,-78.32839965820001
MUCF,medium_airport,Jaime Gonzalez Airport,102.0,,CU,CU-06,Cienfuegos,MUCF,CFG,,22.149999618530273,-80.41419982910156
MUCL,medium_airport,Vilo Acuña International Airport,10.0,,CU,CU-99,Cayo Largo del Sur,MUCL,CYO,,21.6165008545,-81.5459976196
MUCM,medium_airport,Ignacio Agramonte International Airport,413.0,,CU,CU-09,Camaguey,MUCM,CMW,,21.420299530029297,-77.84750366210938
MUCU,medium_airport,Antonio Maceo International Airport,249.0,,CU,CU-13,Santiago,MUCU,SCU,,19.96980094909668,-75.83540344238281
MUGM,medium_airport,Leeward Point Field,56.0,,CU,CU-14,Guantanamo Bay Naval Station,MUGM,NBW,,19.9065,-75.2071
MUGT,medium_airport,Mariana Grajales Airport,56.0,,CU,CU-14,Guantánamo,MUGT,GAO,,20.08530044555664,-75.1583023071289
MUHA,large_airport,José Martí International Airport,210.0,,CU,CU-03,Havana,MUHA,HAV,,22.989200592041016,-82.40910339355469
MUHG,medium_airport,Frank Pais International Airport,361.0,,CU,CU-11,Holguin,MUHG,HOG,,20.785600662231445,-76.31510162353516
MUKW,medium_airport,Kawama Airport,16.0,,CU,CU-04,Santa Marta,MUKW,VRO,,23.124001,-81.301598
MULM,medium_airport,La Coloma Airport,131.0,,CU,CU-01,Pinar del Rio,MULM,LCL,,22.3361,-83.641899
MUMO,medium_airport,Orestes Acosta Airport,16.0,,CU,CU-11,Moa,MUMO,MOA,,20.653900146484375,-74.92220306396484
MUMZ,medium_airport,Sierra Maestra International Airport,112.0,,CU,CU-12,Manzanillo,MUMZ,MZO,,20.288605,-77.087545
MUNB,medium_airport,San Nicolás de Bari Airport,49.0,,CU,CU-16,San Nicolás de Bari,MUNB,,,22.756514,-81.920743
MUNG,medium_airport,Rafael Cabrera Airport,79.0,,CU,CU-99,Nueva Gerona,MUNG,GER,,21.834699630737305,-82.78379821777344
MUPB,medium_airport,Playa Baracoa Airport,102.0,,CU,CU-15,Havana,MUPB,UPB,,23.032800674399997,-82.5793991089
MUSC,medium_airport,Abel Santamaria Airport,338.0,,CU,CU-05,Santa Clara,MUSC,SNU,,22.49220085144043,-79.943603515625
MUSJ,medium_airport,San Julián Air Base,98.0,,CU,CU-01,Sandino,MUSJ,SNJ,,22.100525,-84.157376
MUSN,medium_airport,Siguanea Airport,39.0,,CU,CU-99,Isla de la Juventud,MUSN,SZJ,,21.642499923706055,-82.9551010131836
MUTD,medium_airport,Alberto Delgado Airport,125.0,,CU,CU-07,Trinidad,MUTD,TND,,21.788299560546875,-79.99720001220703
MUVR,large_airport,Juan Gualberto Gomez International Airport,210.0,,CU,CU-04,Matanzas,MUVR,VRA,,23.034401,-81.435303
MUVT,medium_airport,Hermanos Ameijeiras Airport,328.0,,CU,CU-10,Las Tunas,MUVT,VTU,,20.987600326538086,-76.93579864501953
MWCB,medium_airport,Charles Kirkconnell International Airport,8.0,,KY,KY-CB,West End,MWCB,CYB,,19.687,-79.882797
MWCL,medium_airport,Edward Bodden Little Cayman Airfield,3.0,,KY,KY-LC,Blossom Village,MWCL,LYB,,19.660161,-80.088826
MWCR,large_airport,Owen Roberts International Airport,8.0,,KY,KY-GC,George Town,MWCR,GCM,,19.292801,-81.357697
MX-0424,medium_airport,Creel International Airport,8132.0,,MX,MX-CHH,Bocoyna (Creel),MX31,,,27.725133,-107.652015
MYAB,medium_airport,Clarence A. Bain Airport,19.0,,BS,BS-SA,Mangrove Cay,MYAB,MAY,,24.287701,-77.684601
MYAF,medium_airport,Andros Town Airport,5.0,,BS,BS-NS,,MYAF,ASD,,24.697900772094727,-77.79560089111328
MYAK,medium_airport,Congo Town Airport,15.0,,BS,BS-SA,Andros,MYAK,TZN,COX,24.158701,-77.589798
MYAM,medium_airport,Leonard M Thompson International Airport,6.0,,BS,BS-CO,Marsh Harbour,MYAM,MHH,,26.510711,-77.084262
MYAN,medium_airport,San Andros Airport,5.0,,BS,BS-NS,Andros Island,MYAN,SAQ,,25.053800582885742,-78.04900360107422
MYAP,medium_airport,Spring Point Airport,11.0,,BS,BS-AK,Spring Point,MYAP,AXP,,22.441799163800003,-73.97090148930002
MYAT,medium_airport,Treasure Cay Airport,8.0,,BS,BS-CO,Treasure Cay,MYAT,TCB,,26.745300293,-77.3912963867
MYBC,medium_airport,Chub Cay Airport,5.0,,BS,BS-NS,,MYBC,CCZ,,25.41710090637207,-77.88089752197266
MYBG,medium_airport,Great Harbour Cay Airport,18.0,,BS,BS-BY,Bullocks Harbour,MYBG,GHC,,25.7383,-77.840103
MYBS,medium_airport,South Bimini Airport,10.0,,BS,BS-BI,South Bimini,MYBS,BIM,,25.6998996735,-79.2647018433
MYCA,medium_airport,Arthur's Town Airport,18.0,,BS,BS-CI,Arthur's Town,MYCA,ATC,,24.6294,-75.673797
MYCB,medium_airport,New Bight Airport,5.0,,BS,BS-CI,Cat Island,MYCB,TBI,,24.3153,-75.452301
MYCI,medium_airport,Colonel Hill Airport,5.0,,BS,BS-CK,Colonel Hill,MYCI,CRI,,22.7456,-74.182404
MYEF,medium_airport,Exuma International Airport,9.0,,BS,BS-EX,Moss Town,MYEF,GGT,,23.562599,-75.877998
MYEH,medium_airport,North Eleuthera Airport,13.0,,BS,BS-HI,North Eleuthera,MYEH,ELH,,25.474899292,-76.6835021973
MYEM,medium_airport,Governor's Harbour Airport,26.0,,BS,BS-CE,Governor's Harbour,MYEM,GHB,,25.2847,-76.331001
MYEN,medium_airport,Normans Cay Airport,8.0,,BS,BS-EX,Normans Cay,MYEN,NMC,,24.594299,-76.820198
MYER,medium_airport,Rock Sound Airport,10.0,,BS,BS-SE,Rock Sound,MYER,RSD,,24.8950787333,-76.1768817902
MYES,medium_airport,Staniel Cay Airport,5.0,,BS,BS-EX,,MYES,TYM,,24.169099807739258,-76.43910217285156
MYGF,medium_airport,Grand Bahama International Airport,7.0,,BS,BS-FP,Freeport,MYGF,FPO,,26.5587005615,-78.695602417
MYIG,medium_airport,Inagua Airport,8.0,,BS,BS-IN,Matthew Town,MYIG,IGA,,20.975000381469727,-73.66690063476562
MYLD,medium_airport,Deadman's Cay Airport,9.0,,BS,BS-LI,Deadman's Cay,MYLD,LGI,,23.1790008545,-75.09359741210001
MYLR,medium_airport,Hard Bargain Airport,,,BS,BS-LI,,MYLR,,,23.011194,-74.905889
MYLS,medium_airport,Stella Maris Airport,10.0,,BS,BS-LI,Stella Maris,MYLS,SML,,23.582317,-75.268621
MYMM,medium_airport,Mayaguana Airport,11.0,,BS,BS-MG,Abrahams Bay,MYMM,MYG,,22.379499,-73.013494
MYNN,large_airport,Lynden Pindling International Airport,16.0,,BS,BS-NP,Nassau,MYNN,NAS,,25.039,-77.466202
MYRD,medium_airport,Duncan Town Airport,6.0,,BS,BS-RI,,MYRD,DCT,,22.181800842285156,-75.72949981689453
MYSM,medium_airport,San Salvador Airport,24.0,,BS,BS-SS,San Salvador,MYSM,ZSA,,24.063299,-74.524002
MZBZ,large_airport,Philip S. W. Goldson International Airport,15.0,,BZ,BZ-BZ,Belize City,MZBZ,BZE,,17.539951,-88.303556
NBS,medium_airport,Changbaishan Airport,2874.0,AS,CN,CN-22,Baishan,ZYBS,NBS,,42.066944,127.602222
NCRG,medium_airport,Rarotonga International Airport,19.0,OC,CK,CK-U-A,Avarua,NCRG,RAR,,-21.2027,-159.806
NFFN,medium_airport,Nadi International Airport,59.0,OC,FJ,FJ-W,Nadi,NFFN,NAN,,-17.755399703979492,177.4429931640625
NFNA,medium_airport,Nausori International Airport,17.0,OC,FJ,FJ-C,Nausori,NFNA,SUV,,-18.04330062866211,178.5590057373047
NFNL,medium_airport,Labasa Airport,44.0,OC,FJ,FJ-N,Labasa,NFNL,LBS,,-16.4667,179.339996
NFTF,medium_airport,Fua'amotu International Airport,126.0,OC,TO,TO-04,Nuku'alofa,NFTF,TBU,,-21.241199493408203,-175.14999389648438
NFTL,medium_airport,Lifuka Island Airport,31.0,OC,TO,TO-02,Lifuka,NFTL,HPA,,-19.777000427246094,-174.34100341796875
NFTV,medium_airport,Vava'u International Airport,236.0,OC,TO,TO-05,Vava'u Island,NFTV,VAV,,-18.58530044555664,-173.96200561523438
NG-0003,medium_airport,Gombe Lawanti International Airport,1590.0,AF,NG,NG-GO,Gombe,DNGO,GMO,,10.298889,10.9
NG-QRW,medium_airport,Warri Airport,242.0,AF,NG,NG-DE,Warri,DNSU,QRW,,5.59611,5.81778
NGFU,medium_airport,Funafuti International Airport,9.0,OC,TV,TV-FUN,Funafuti,NGFU,FUN,,-8.525,179.195999
NGTA,medium_airport,Bonriki International Airport,9.0,OC,KI,KI-G,Tarawa,NGTA,TRW,,1.38164,173.147003
NGTE,medium_airport,Tabiteuea North Airport,7.0,OC,KI,KI-G,,NGTE,TBF,,-1.2244700193405151,174.7760009765625
NIUE,medium_airport,Niue International Airport,209.0,OC,NU,NU-U-A,Alofi,NIUE,IUE,,-19.079030990600586,-169.92559814453125
NLH,medium_airport,Ninglang Luguhu Airport,10804.0,AS,CN,CN-53,Ninglang,ZPNL,NLH,,27.5403,100.7593
NLWF,medium_airport,Pointe Vele Airport,20.0,OC,WF,WF-U-A,Futuna Island,NLWF,FUT,,-14.3114004135,-178.065994263
NLWW,medium_airport,Hihifo Airport,79.0,OC,WF,WF-U-A,Wallis Island,NLWW,WLS,,-13.2383003235,-176.199005127
NP-0003,medium_airport,Pokhara International Airport,2595.0,AS,NP,NP-P4,Pokhara,VNPR,,,28.1838,84.0147
NSFA,medium_airport,Faleolo International Airport,58.0,OC,WS,WS-AA,Apia,NSFA,APW,,-13.829999923706055,-172.00799560546875
NSFQ,medium_airport,Fitiuta Airport,110.0,OC,AS,AS-MA,Fitiuta Village,NSFQ,FTI,FAQ,-14.215622,-169.424254
NSTU,medium_airport,Pago Pago International Airport,32.0,OC,AS,AS-WT,Pago Pago,NSTU,PPG,PPG,-14.331,-170.710007
NTAA,large_airport,Faa'a International Airport,5.0,OC,PF,PF-U-A,Papeete,NTAA,PPT,,-17.553699,-149.606995
NTAR,medium_airport,Rurutu Airport,18.0,OC,PF,PF-U-A,,NTAR,RUR,,-22.434099197387695,-151.36099243164062
NTAT,medium_airport,Tubuai Airport,7.0,OC,PF,PF-U-A,,NTAT,TUB,,-23.365400314331055,-149.5240020751953
NTGA,medium_airport,Anaa Airport,10.0,OC,PF,PF-U-A,Anaa,NTGA,AAA,,-17.3526,-145.509995
NTGB,medium_airport,Fangatau Airport,9.0,OC,PF,PF-U-A,Fangatau,NTGB,FGU,,-15.81995,-140.88729
NTGC,medium_airport,Tikehau Airport,6.0,OC,PF,PF-U-A,,NTGC,TIH,,-15.119600296020508,-148.2310028076172
NTGE,medium_airport,Reao Airport,12.0,OC,PF,PF-U-A,Reao,NTGE,REA,,-18.46652,-136.43855
NTGF,medium_airport,Fakarava Airport,13.0,OC,PF,PF-U-A,,NTGF,FAV,,-16.054100036621094,-145.65699768066406
NTGI,medium_airport,Manihi Airport,14.0,OC,PF,PF-U-A,,NTGI,XMH,,-14.436800003051758,-146.07000732421875
NTGJ,medium_airport,Totegegie Airport,7.0,OC,PF,PF-U-A,,NTGJ,GMR,,-23.07990074157715,-134.88999938964844
NTGK,medium_airport,Kaukura Airport,11.0,OC,PF,PF-U-A,Raitahiti,NTGK,KKR,,-15.6633,-146.884995
NTGM,medium_airport,Makemo Airport,3.0,OC,PF,PF-U-A,Makemo,NTGM,MKP,,-16.5839,-143.658005
NTGP,medium_airport,Puka Puka Airport,5.0,OC,PF,PF-U-A,,NTGP,PKP,,-14.809499740600586,-138.81300354003906
NTGT,medium_airport,Takapoto Airport,12.0,OC,PF,PF-U-A,,NTGT,TKP,,-14.709500312805176,-145.24600219726562
NTGU,medium_airport,Arutua Airport,9.0,OC,PF,PF-U-A,,NTGU,AXR,,-15.248299598693848,-146.61700439453125
NTGV,medium_airport,Mataiva Airport,11.0,OC,PF,PF-U-A,,NTGV,MVT,,-14.8681001663208,-148.7169952392578
NTHE,medium_airport,Ahe Airport,11.0,OC,PF,PF-U-A,Ahe Atoll,NTHE,AHE,,-14.428099632263184,-146.2570037841797
NTKR,medium_airport,Takaroa Airport,13.0,OC,PF,PF-U-A,,NTKR,TKX,,-14.45580005645752,-145.02499389648438
NTMD,medium_airport,Nuku Hiva Airport,220.0,OC,PF,PF-U-A,Nuku Hiva,NTMD,NHV,,-8.7956,-140.229004
NTMN,medium_airport,Hiva Oa-Atuona Airport,1481.0,OC,PF,PF-U-A,Hiva Oa Island,NTMN,AUQ,,-9.76879024506,-139.011001587
NTTB,medium_airport,Bora Bora Airport,10.0,OC,PF,PF-U-A,Motu Mute,NTTB,BOB,,-16.444400787353516,-151.75100708007812
NTTG,medium_airport,Rangiroa Airport,10.0,OC,PF,PF-U-A,,NTTG,RGI,,-14.954299926757812,-147.66099548339844
NTTH,medium_airport,Huahine-Fare Airport,7.0,OC,PF,PF-U-A,Fare,NTTH,HUH,,-16.687084,-151.021593
NTTM,medium_airport,Moorea Temae Airport,9.0,OC,PF,PF-U-A,Moorea-Maiao,NTTM,MOZ,,-17.48979,-149.761777
NTTO,medium_airport,Hao Airport,10.0,OC,PF,PF-U-A,Otepa,NTTO,HOI,,-18.0748,-140.945999
NTTP,medium_airport,Maupiti Airport,15.0,OC,PF,PF-U-A,,NTTP,MAU,,-16.42650032043457,-152.24400329589844
NTTR,medium_airport,Raiatea Airport,3.0,OC,PF,PF-U-A,Uturoa,NTTR,RFP,,-16.7229,-151.466003
NVSQ,medium_airport,Gaua Island Airport,100.0,OC,VU,VU-TOB,Gaua Island,NVSQ,ZGU,,-14.218099594099998,167.587005615
NVSS,medium_airport,Santo Pekoa International Airport,184.0,OC,VU,VU-SAM,Luganville,NVSS,SON,,-15.505000114399998,167.220001221
NVVV,large_airport,Bauerfield International Airport,70.0,OC,VU,VU-SEE,Port Vila,NVVV,VLI,,-17.699301,168.320007
NVVW,medium_airport,Tanna Airport,19.0,OC,VU,VU-TAE,,NVVW,TAH,,-19.45509910583496,169.2239990234375
NWWA,medium_airport,Tiga Airport,128.0,OC,NC,NC-U-A,Tiga,NWWA,TGJ,,-21.096099853515625,167.8040008544922
NWWC,medium_airport,Île Art - Waala Airport,306.0,OC,NC,NC-U-A,Waala,NWWC,BMY,,-19.720521,163.661077
NWWD,medium_airport,Koné Airport,23.0,OC,NC,NC-U-A,Koné,NWWD,KNQ,,-21.053551,164.838768
NWWE,medium_airport,Île des Pins Airport,315.0,OC,NC,NC-U-A,Île des Pins,NWWE,ILP,,-22.588899612426758,167.45599365234375
NWWK,medium_airport,Koumac Airport,42.0,OC,NC,NC-U-A,Koumac,NWWK,KOC,,-20.546323,164.255648
NWWL,medium_airport,Lifou Airport,92.0,OC,NC,NC-U-A,Lifou,NWWL,LIF,,-20.774799346923828,167.24000549316406
NWWM,large_airport,Nouméa Magenta Airport,10.0,OC,NC,NC-U-A,Nouméa,NWWM,GEA,,-22.258301,166.473007
NWWR,medium_airport,Maré Airport,141.0,OC,NC,NC-U-A,Maré,NWWR,MEE,,-21.481700897216797,168.03799438476562
NWWU,medium_airport,Touho Airport,10.0,OC,NC,NC-U-A,Touho,NWWU,TOU,,-20.790127,165.259524
NWWV,medium_airport,Ouvéa Airport,23.0,OC,NC,NC-U-A,Ouvéa,NWWV,UVE,,-20.640600204467773,166.572998046875
NWWW,medium_airport,La Tontouta International Airport,52.0,OC,NC,NC-U-A,Nouméa (La Tontouta),NWWW,NOU,,-22.014601,166.212997
NZAA,large_airport,Auckland International Airport,23.0,OC,NZ,NZ-AUK,Auckland,NZAA,AKL,,-37.01199,174.786331
NZAP,medium_airport,Taupo Airport,1335.0,OC,NZ,NZ-WKO,Taupo,NZAP,TUO,,-38.73970031738281,176.08399963378906
NZAR,medium_airport,Ardmore Airport,111.0,OC,NZ,NZ-AUK,Manurewa,NZAR,AMZ,,-37.029701232910156,174.97300720214844
NZCH,large_airport,Christchurch International Airport,123.0,OC,NZ,NZ-CAN,Christchurch,NZCH,CHC,,-43.48939895629883,172.53199768066406
NZCI,medium_airport,Chatham Islands / Tuuta Airport,43.0,OC,NZ,NZ-WGN,Te One,NZCI,CHT,,-43.81189,-176.46514
NZDN,medium_airport,Dunedin International Airport,4.0,OC,NZ,NZ-OTA,Dunedin,NZDN,DUD,,-45.928101,170.197998
NZGS,medium_airport,Gisborne Airport,15.0,OC,NZ,NZ-GIS,Gisborne,NZGS,GIS,,-38.663299560546875,177.97799682617188
NZGT,medium_airport,Glentanner Airport,1824.0,OC,NZ,NZ-CAN,Glentanner Station,NZGT,GTN,,-43.906700134277344,170.1280059814453
NZHK,medium_airport,Hokitika Airfield,146.0,OC,NZ,NZ-WTC,,NZHK,HKK,,-42.713600158691406,170.98500061035156
NZHN,medium_airport,Hamilton International Airport,172.0,OC,NZ,NZ-WKO,Hamilton,NZHN,HLZ,,-37.8666992188,175.332000732
NZKK,medium_airport,Kerikeri Airport,492.0,OC,NZ,NZ-NTL,Kerikeri,NZKK,KKE,,-35.259148,173.913317
NZKT,medium_airport,Kaitaia Airport,270.0,OC,NZ,NZ-NTL,Awanui,NZKT,KAT,,-35.069837,173.287053
NZLX,medium_airport,Alexandra Aerodrome,752.0,OC,NZ,NZ-OTA,Alexandra,NZLX,ALR,,-45.210495,169.371113
NZMC,medium_airport,Mount Cook Airport,2153.0,OC,NZ,NZ-CAN,,NZMC,MON,,-43.76499938964844,170.13299560546875
NZMO,medium_airport,Manapouri Airport,687.0,OC,NZ,NZ-STL,,NZMO,TEU,,-45.53310012817383,167.64999389648438
NZMS,medium_airport,Hood Airport,364.0,OC,NZ,NZ-WGN,Masterton,NZMS,MRO,,-40.974634,175.63454
NZNP,medium_airport,New Plymouth Airport,97.0,OC,NZ,NZ-TKI,New Plymouth,NZNP,NPL,,-39.00859832763672,174.1790008544922
NZNR,medium_airport,Hawke's Bay Airport,6.0,OC,NZ,NZ-HKB,Napier,NZNR,NPE,,-39.465801,176.869995
NZNS,medium_airport,Nelson Airport,17.0,OC,NZ,NZ-NSN,Nelson,NZNS,NSN,,-41.298302,173.220993
NZNV,medium_airport,Invercargill Airport,5.0,OC,NZ,NZ-STL,Invercargill,NZNV,IVC,,-46.41239929199219,168.31300354003906
NZOH,medium_airport,RNZAF Base Ohakea,164.0,OC,NZ,NZ-MWT,,NZOH,OHA,,-40.20600128173828,175.38800048828125
NZOU,medium_airport,Oamaru Airport,99.0,OC,NZ,NZ-OTA,,NZOU,OAM,,-44.970001220703125,171.08200073242188
NZPM,medium_airport,Palmerston North Airport,151.0,OC,NZ,NZ-MWT,Palmerston North,NZPM,PMR,,-40.320599,175.617004
NZPP,medium_airport,Paraparaumu Airport,22.0,OC,NZ,NZ-WGN,,NZPP,PPQ,,-40.904701232910156,174.98899841308594
NZQN,medium_airport,Queenstown International Airport,1171.0,OC,NZ,NZ-OTA,Queenstown,NZQN,ZQN,,-45.021099,168.738998
NZRO,medium_airport,Rotorua Regional Airport,935.0,OC,NZ,NZ-BOP,Rotorua,NZRO,ROT,,-38.10919952392578,176.31700134277344
NZSP,medium_airport,South Pole Station Airport,9300.0,AN,AQ,AQ-U-A,Amundsen-Scott South Pole Station,NZSP,,,-90,0
NZTG,medium_airport,Tauranga Airport,13.0,OC,NZ,NZ-BOP,Tauranga,NZTG,TRG,,-37.67190170288086,176.1959991455078
NZTU,medium_airport,Timaru Airport,89.0,OC,NZ,NZ-CAN,,NZTU,TIU,,-44.302799224853516,171.22500610351562
NZUK,medium_airport,Pukaki Airport,1575.0,OC,NZ,NZ-CAN,Twitzel,NZUK,TWZ,,-44.2350006104,170.117996216
NZWB,medium_airport,Woodbourne Airport,109.0,OC,NZ,NZ-MBH,Blenheim,NZWB,BHE,,-41.5182991027832,173.8699951171875
NZWD,medium_airport,Aeródromo Williams,68.0,AN,AQ,AQ-U-A,McMurdo Station,NZWD,,,-77.867401,167.057007
NZWF,medium_airport,Wanaka Airport,1142.0,OC,NZ,NZ-OTA,Wanaka,NZWF,WKA,,-44.722954,169.248419
NZWK,medium_airport,Whakatane Airport,20.0,OC,NZ,NZ-BOP,,NZWK,WHK,,-37.92060089111328,176.91400146484375
NZWN,large_airport,Wellington International Airport,41.0,OC,NZ,NZ-WGN,Wellington,NZWN,WLG,,-41.3272018433,174.804992676
NZWO,medium_airport,Wairoa Airport,42.0,OC,NZ,NZ-HKB,Wairoa,NZWO,WIR,,-39.006900787353516,177.40699768066406
NZWP,medium_airport,RNZAF Base Auckland-Whenuapai,100.0,OC,NZ,NZ-AUK,,NZWP,,,-36.78779983520508,174.6300048828125
NZWR,medium_airport,Whangarei Airport,133.0,OC,NZ,NZ-NTL,Whangarei,NZWR,WRE,,-35.769253,174.363713
NZWS,medium_airport,Westport Airport,13.0,OC,NZ,NZ-WTC,Westport,NZWS,WSZ,,-41.737111,171.579033
NZWU,medium_airport,Wanganui Airport,27.0,OC,NZ,NZ-MWT,Wanganui,NZWU,WAG,,-39.96220016479492,175.02499389648438
OAHR,medium_airport,Herat - Khwaja Abdullah Ansari International Airport,3206.0,AS,AF,AF-HER,Guzara,OAHR,HEA,,34.209999,62.228298
OAIX,medium_airport,Bagram Airfield,4895.0,AS,AF,AF-PAR,Bagram,OAIX,OAI,,34.946098,69.264999
